,season,goals,name
2,Season 14/15,1,Jonathan Williams
3,Season 17/18,1,Jonathan Williams
0,Season 05/06,4,Jonathan de Guzmán
1,Season 06/07,8,Jonathan de Guzmán
2,Season 07/08,11,Jonathan de Guzmán
3,Season 09/10,3,Jonathan de Guzmán
4,Season 10/11,6,Jonathan de Guzmán
5,Season 11/12,1,Jonathan de Guzmán
6,Season 12/13,8,Jonathan de Guzmán
7,Season 13/14,7,Jonathan de Guzmán
8,Season 14/15,7,Jonathan de Guzmán
9,Season 15/16,1,Jonathan de Guzmán
10,Season 16/17,2,Jonathan de Guzmán
11,Season 18/19,2,Jonathan de Guzmán
0,Season 08/09,4,Jonjo Shelvey
1,Season 09/10,4,Jonjo Shelvey
2,Season 10/11,1,Jonjo Shelvey
3,Season 11/12,15,Jonjo Shelvey
4,Season 12/13,7,Jonjo Shelvey
5,Season 13/14,6,Jonjo Shelvey
6,Season 14/15,3,Jonjo Shelvey
7,Season 15/16,1,Jonjo Shelvey
8,Season 16/17,5,Jonjo Shelvey
9,Season 17/18,2,Jonjo Shelvey
0,Season 13/14,1,Jonjoe Kenny
1,Season 14/15,4,Jonjoe Kenny
2,Season 15/16,1,Jonjoe Kenny
0,Season 15/16,2,Jonny Castro
1,Season 16/17,1,Jonny Castro
2,Season 17/18,2,Jonny Castro
3,Season 18/19,1,Jonny Castro
0,Season 06/07,3,Jonny Evans
1,Season 11/12,1,Jonny Evans
2,Season 12/13,4,Jonny Evans
3,Season 13/14,2,Jonny Evans
4,Season 15/16,1,Jonny Evans
5,Season 16/17,2,Jonny Evans
6,Season 17/18,2,Jonny Evans
0,Season 13/14,11,Jony
1,Season 14/15,8,Jony
2,Season 15/16,5,Jony
3,Season 16/17,2,Jony
4,Season 17/18,6,Jony
5,Season 18/19,2,Jony
0,Season 11/12,1,Jonás Ramalho
1,Season 14/15,2,Jonás Ramalho
2,Season 16/17,2,Jonás Ramalho
0,Season 14/15,4,Jordan Amavi
1,Season 17/18,1,Jordan Amavi
0,Season 09/10,1,Jordan Ayew
1,Season 10/11,2,Jordan Ayew
2,Season 11/12,7,Jordan Ayew
3,Season 12/13,10,Jordan Ayew
4,Season 13/14,8,Jordan Ayew
5,Season 14/15,13,Jordan Ayew
6,Season 15/16,7,Jordan Ayew
7,Season 16/17,5,Jordan Ayew
8,Season 17/18,11,Jordan Ayew
0,Season 13/14,4,Jordan Ferri
1,Season 14/15,2,Jordan Ferri
2,Season 15/16,3,Jordan Ferri
3,Season 16/17,3,Jordan Ferri
0,Season 08/09,1,Jordan Henderson
1,Season 09/10,2,Jordan Henderson
2,Season 10/11,3,Jordan Henderson
3,Season 11/12,2,Jordan Henderson
4,Season 12/13,6,Jordan Henderson
5,Season 13/14,5,Jordan Henderson
6,Season 14/15,7,Jordan Henderson
7,Season 15/16,2,Jordan Henderson
8,Season 16/17,1,Jordan Henderson
9,Season 17/18,1,Jordan Henderson
0,Season 16/17,1,Jordan Lefort
1,Season 17/18,2,Jordan Lefort
0,Season 12/13,1,Jordan Lukaku
1,Season 15/16,3,Jordan Lukaku
2,Season 17/18,1,Jordan Lukaku
0,Season 13/14,1,Jordan Marié
1,Season 15/16,1,Jordan Marié
2,Season 16/17,1,Jordan Marié
3,Season 17/18,1,Jordan Marié
0,Season 15/16,3,Jordan Siebatcheu
1,Season 16/17,13,Jordan Siebatcheu
2,Season 17/18,17,Jordan Siebatcheu
3,Season 18/19,2,Jordan Siebatcheu
0,Season 15/16,4,Jordan Torunarigha
1,Season 16/17,1,Jordan Torunarigha
2,Season 17/18,3,Jordan Torunarigha
3,Season 18/19,1,Jordan Torunarigha
0,Season 11/12,6,Jordan Veretout
1,Season 12/13,1,Jordan Veretout
2,Season 13/14,1,Jordan Veretout
3,Season 14/15,7,Jordan Veretout
4,Season 16/17,4,Jordan Veretout
5,Season 17/18,10,Jordan Veretout
6,Season 18/19,3,Jordan Veretout
0,Season 08/09,4,Jordi Alba
1,Season 09/10,1,Jordi Alba
2,Season 10/11,2,Jordi Alba
3,Season 11/12,3,Jordi Alba
4,Season 12/13,5,Jordi Alba
5,Season 14/15,2,Jordi Alba
6,Season 15/16,1,Jordi Alba
7,Season 16/17,1,Jordi Alba
8,Season 17/18,3,Jordi Alba
9,Season 18/19,2,Jordi Alba
0,Season 12/13,1,Jordi Amat
0,Season 15/16,4,Jordi Calavera
1,Season 16/17,2,Jordi Calavera
2,Season 17/18,1,Jordi Calavera
0,Season 16/17,8,Jordi Mboula
1,Season 17/18,6,Jordi Mboula
0,Season 11/12,1,Jordon Ibe
1,Season 12/13,1,Jordon Ibe
2,Season 13/14,4,Jordon Ibe
3,Season 14/15,5,Jordon Ibe
4,Season 15/16,4,Jordon Ibe
5,Season 17/18,2,Jordon Ibe
6,Season 18/19,2,Jordon Ibe
0,Season 12/13,6,Jorge Miramón
1,Season 13/14,2,Jorge Miramón
2,Season 14/15,1,Jorge Miramón
3,Season 15/16,1,Jorge Miramón
4,Season 17/18,2,Jorge Miramón
5,Season 18/19,1,Jorge Miramón
0,Season 07/08,5,Jorge Molina
1,Season 08/09,5,Jorge Molina
2,Season 09/10,27,Jorge Molina
3,Season 10/11,22,Jorge Molina
4,Season 11/12,8,Jorge Molina
5,Season 12/13,14,Jorge Molina
6,Season 13/14,12,Jorge Molina
7,Season 14/15,20,Jorge Molina
8,Season 15/16,1,Jorge Molina
9,Season 16/17,22,Jorge Molina
10,Season 17/18,7,Jorge Molina
11,Season 18/19,4,Jorge Molina
0,Season 14/15,3,Jorge Pulido
1,Season 15/16,4,Jorge Pulido
2,Season 16/17,2,Jorge Pulido
3,Season 17/18,1,Jorge Pulido
4,Season 18/19,1,Jorge Pulido
0,Season 11/12,2,Jorginho
1,Season 12/13,2,Jorginho
2,Season 13/14,9,Jorginho
3,Season 14/15,1,Jorginho
4,Season 17/18,4,Jorginho
5,Season 18/19,1,Jorginho
0,Season 16/17,2,Joris Gnagnon
1,Season 17/18,2,Joris Gnagnon
0,Season 11/12,1,Joseba Zaldua
1,Season 12/13,1,Joseba Zaldua
2,Season 17/18,1,Joseba Zaldua
0,Season 09/10,4,Joselu
1,Season 10/11,1,Joselu
2,Season 11/12,1,Joselu
3,Season 12/13,5,Joselu
4,Season 13/14,14,Joselu
5,Season 14/15,10,Joselu
6,Season 15/16,4,Joselu
7,Season 16/17,6,Joselu
8,Season 17/18,4,Joselu
9,Season 18/19,2,Joselu
0,Season 13/14,12,Joseph Marie Minala
1,Season 14/15,3,Joseph Marie Minala
2,Season 15/16,1,Joseph Marie Minala
3,Season 16/17,1,Joseph Marie Minala
4,Season 17/18,4,Joseph Marie Minala
0,Season 12/13,4,Josh Murphy
1,Season 13/14,14,Josh Murphy
2,Season 14/15,8,Josh Murphy
3,Season 15/16,9,Josh Murphy
4,Season 16/17,13,Josh Murphy
5,Season 17/18,11,Josh Murphy
6,Season 18/19,3,Josh Murphy
0,Season 18/19,9,Josh Sargent
0,Season 13/14,3,Joshua Brenet
1,Season 14/15,1,Joshua Brenet
2,Season 16/17,1,Joshua Brenet
3,Season 17/18,1,Joshua Brenet
4,Season 18/19,3,Joshua Brenet
0,Season 11/12,5,Joshua Kimmich
1,Season 12/13,3,Joshua Kimmich
2,Season 13/14,3,Joshua Kimmich
3,Season 14/15,2,Joshua Kimmich
4,Season 16/17,9,Joshua Kimmich
5,Season 17/18,6,Joshua Kimmich
0,Season 09/10,2,Joshua King
1,Season 10/11,6,Joshua King
2,Season 11/12,4,Joshua King
3,Season 12/13,2,Joshua King
4,Season 13/14,2,Joshua King
5,Season 14/15,6,Joshua King
6,Season 15/16,7,Joshua King
7,Season 16/17,16,Joshua King
8,Season 17/18,9,Joshua King
9,Season 18/19,5,Joshua King
0,Season 15/16,5,Josip Brekalo
1,Season 16/17,1,Josip Brekalo
2,Season 17/18,7,Josip Brekalo
3,Season 18/19,1,Josip Brekalo
0,Season 09/10,13,Josip Drmic
1,Season 10/11,2,Josip Drmic
2,Season 11/12,16,Josip Drmic
3,Season 12/13,17,Josip Drmic
4,Season 13/14,17,Josip Drmic
5,Season 14/15,6,Josip Drmic
6,Season 15/16,3,Josip Drmic
7,Season 17/18,4,Josip Drmic
0,Season 13/14,9,Josip Elez
1,Season 14/15,1,Josip Elez
2,Season 15/16,2,Josip Elez
3,Season 16/17,2,Josip Elez
4,Season 17/18,2,Josip Elez
0,Season 08/09,10,Josip Ilicic
1,Season 09/10,3,Josip Ilicic
2,Season 10/11,13,Josip Ilicic
3,Season 11/12,6,Josip Ilicic
4,Season 12/13,11,Josip Ilicic
5,Season 13/14,6,Josip Ilicic
6,Season 14/15,10,Josip Ilicic
7,Season 15/16,15,Josip Ilicic
8,Season 16/17,6,Josip Ilicic
9,Season 17/18,15,Josip Ilicic
10,Season 18/19,3,Josip Ilicic
0,Season 10/11,1,Josuha Guilavogui
1,Season 11/12,3,Josuha Guilavogui
2,Season 12/13,5,Josuha Guilavogui
3,Season 14/15,2,Josuha Guilavogui
4,Season 15/16,2,Josuha Guilavogui
5,Season 17/18,3,Josuha Guilavogui
0,Season 10/11,2,José Antonio Dorado
1,Season 11/12,1,José Antonio Dorado
2,Season 17/18,1,José Antonio Dorado
0,Season 08/09,4,José Callejón
1,Season 09/10,2,José Callejón
2,Season 10/11,6,José Callejón
3,Season 11/12,13,José Callejón
4,Season 12/13,7,José Callejón
5,Season 13/14,20,José Callejón
6,Season 14/15,12,José Callejón
7,Season 15/16,13,José Callejón
8,Season 16/17,17,José Callejón
9,Season 17/18,12,José Callejón
0,Season 13/14,1,José Campaña
1,Season 14/15,1,José Campaña
2,Season 15/16,3,José Campaña
3,Season 16/17,4,José Campaña
4,Season 17/18,1,José Campaña
5,Season 18/19,1,José Campaña
0,Season 05/06,1,José Fonte
1,Season 06/07,1,José Fonte
2,Season 07/08,1,José Fonte
3,Season 08/09,4,José Fonte
4,Season 09/10,1,José Fonte
5,Season 10/11,7,José Fonte
6,Season 11/12,1,José Fonte
7,Season 12/13,2,José Fonte
8,Season 13/14,3,José Fonte
9,Season 15/16,2,José Fonte
10,Season 18/19,1,José Fonte
0,Season 12/13,1,José Gayà
1,Season 13/14,2,José Gayà
2,Season 14/15,2,José Gayà
3,Season 15/16,1,José Gayà
4,Season 16/17,1,José Gayà
5,Season 18/19,1,José Gayà
0,Season 14/15,2,José Giménez
1,Season 15/16,1,José Giménez
2,Season 16/17,1,José Giménez
3,Season 17/18,2,José Giménez
4,Season 18/19,1,José Giménez
0,Season 06/07,12,José Holebas
1,Season 07/08,2,José Holebas
2,Season 08/09,1,José Holebas
3,Season 09/10,4,José Holebas
4,Season 10/11,1,José Holebas
5,Season 11/12,3,José Holebas
6,Season 12/13,4,José Holebas
7,Season 13/14,2,José Holebas
8,Season 14/15,1,José Holebas
9,Season 15/16,1,José Holebas
10,Season 16/17,2,José Holebas
11,Season 18/19,2,José Holebas
0,Season 2010,1,José Izquierdo
1,Season 2011,1,José Izquierdo
2,Season 2014,3,José Izquierdo
3,Season 14/15,15,José Izquierdo
4,Season 15/16,7,José Izquierdo
5,Season 16/17,16,José Izquierdo
6,Season 17/18,5,José Izquierdo
0,Season 15/16,2,José León
0,Season 12/13,1,José Luis Morales
1,Season 13/14,3,José Luis Morales
2,Season 14/15,3,José Luis Morales
3,Season 15/16,7,José Luis Morales
4,Season 16/17,4,José Luis Morales
5,Season 17/18,12,José Luis Morales
6,Season 18/19,5,José Luis Morales
0,Season 14/15,2,José Luis Palomino
1,Season 15/16,2,José Luis Palomino
2,Season 16/17,2,José Luis Palomino
3,Season 17/18,1,José Luis Palomino
4,Season 18/19,2,José Luis Palomino
0,Season 14/15,2,José Manuel Arnáiz
1,Season 15/16,12,José Manuel Arnáiz
2,Season 16/17,12,José Manuel Arnáiz
3,Season 17/18,12,José Manuel Arnáiz
0,Season 12/13,1,José Mauri
1,Season 13/14,3,José Mauri
2,Season 14/15,2,José Mauri
0,Season 12/13,6,José Pozo
1,Season 13/14,1,José Pozo
2,Season 14/15,8,José Pozo
3,Season 15/16,5,José Pozo
4,Season 17/18,2,José Pozo
5,Season 18/19,2,José Pozo
0,Season 09/10,12,José Salomón Rondón
1,Season 10/11,16,José Salomón Rondón
2,Season 11/12,11,José Salomón Rondón
3,Season 12/13,13,José Salomón Rondón
4,Season 13/14,21,José Salomón Rondón
5,Season 14/15,20,José Salomón Rondón
6,Season 15/16,10,José Salomón Rondón
7,Season 16/17,8,José Salomón Rondón
8,Season 17/18,10,José Salomón Rondón
9,Season 18/19,4,José Salomón Rondón
0,Season 08/09,1,José Ángel
1,Season 13/14,1,José Ángel
0,Season 12/13,2,Jozabed Sánchez
1,Season 13/14,5,Jozabed Sánchez
2,Season 14/15,2,Jozabed Sánchez
3,Season 15/16,10,Jozabed Sánchez
4,Season 16/17,2,Jozabed Sánchez
0,Season 12/13,1,João Cancelo
1,Season 13/14,1,João Cancelo
2,Season 15/16,3,João Cancelo
3,Season 16/17,1,João Cancelo
4,Season 17/18,1,João Cancelo
0,Season 05/06,4,João Moutinho
1,Season 06/07,4,João Moutinho
2,Season 07/08,6,João Moutinho
3,Season 08/09,4,João Moutinho
4,Season 09/10,9,João Moutinho
5,Season 10/11,2,João Moutinho
6,Season 11/12,3,João Moutinho
7,Season 12/13,5,João Moutinho
8,Season 13/14,1,João Moutinho
9,Season 14/15,5,João Moutinho
10,Season 15/16,1,João Moutinho
11,Season 16/17,3,João Moutinho
12,Season 17/18,1,João Moutinho
13,Season 18/19,1,João Moutinho
0,Season 12/13,1,João Mário
1,Season 13/14,1,João Mário
2,Season 14/15,7,João Mário
3,Season 15/16,7,João Mário
4,Season 16/17,3,João Mário
5,Season 17/18,2,João Mário
6,Season 18/19,1,João Mário
0,Season 10/11,5,João Pedro
1,Season 2012,7,João Pedro
2,Season 13/14,9,João Pedro
3,Season 14/15,7,João Pedro
4,Season 15/16,13,João Pedro
5,Season 16/17,10,João Pedro
6,Season 17/18,8,João Pedro
7,Season 18/19,3,João Pedro
0,Season 14/15,4,Juan Aguilera
1,Season 16/17,3,Juan Aguilera
2,Season 17/18,1,Juan Aguilera
0,Season 12/13,1,Juan Bernat
1,Season 13/14,2,Juan Bernat
2,Season 14/15,1,Juan Bernat
3,Season 16/17,4,Juan Bernat
4,Season 18/19,2,Juan Bernat
0,Season 11/12,3,Juan Cuadrado
1,Season 12/13,5,Juan Cuadrado
2,Season 13/14,15,Juan Cuadrado
3,Season 14/15,6,Juan Cuadrado
4,Season 15/16,5,Juan Cuadrado
5,Season 16/17,3,Juan Cuadrado
6,Season 17/18,5,Juan Cuadrado
7,Season 18/19,1,Juan Cuadrado
0,Season 2017,3,Juan Ferney Otero
1,Season 17/18,9,Juan Ferney Otero
2,Season 18/19,1,Juan Ferney Otero
0,Season 18/19,1,Juan Foyth
0,Season 12/13,1,Juan Jesus
1,Season 18/19,1,Juan Jesus
0,Season 17/18,3,Juan Manuel Valencia
0,Season 06/07,1,Juan Mata
1,Season 07/08,9,Juan Mata
2,Season 08/09,14,Juan Mata
3,Season 09/10,14,Juan Mata
4,Season 10/11,9,Juan Mata
5,Season 11/12,12,Juan Mata
6,Season 12/13,19,Juan Mata
7,Season 13/14,8,Juan Mata
8,Season 14/15,10,Juan Mata
9,Season 15/16,10,Juan Mata
10,Season 16/17,10,Juan Mata
11,Season 17/18,3,Juan Mata
12,Season 18/19,4,Juan Mata
0,Season 05/06,1,Juanfran
1,Season 06/07,3,Juanfran
2,Season 07/08,3,Juanfran
3,Season 08/09,2,Juanfran
4,Season 09/10,4,Juanfran
5,Season 10/11,4,Juanfran
6,Season 11/12,1,Juanfran
7,Season 12/13,1,Juanfran
8,Season 15/16,1,Juanfran
9,Season 16/17,2,Juanfran
0,Season 12/13,4,Juanfran
1,Season 13/14,1,Juanfran
2,Season 14/15,1,Juanfran
3,Season 15/16,1,Juanfran
0,Season 00/01,1,Juanjo Camacho
1,Season 08/09,3,Juanjo Camacho
2,Season 09/10,8,Juanjo Camacho
3,Season 10/11,13,Juanjo Camacho
4,Season 11/12,11,Juanjo Camacho
5,Season 12/13,6,Juanjo Camacho
6,Season 13/14,13,Juanjo Camacho
7,Season 14/15,14,Juanjo Camacho
8,Season 15/16,4,Juanjo Camacho
9,Season 16/17,4,Juanjo Camacho
0,Season 09/10,1,Juanmi
1,Season 10/11,4,Juanmi
2,Season 11/12,2,Juanmi
3,Season 12/13,1,Juanmi
4,Season 13/14,5,Juanmi
5,Season 14/15,8,Juanmi
6,Season 16/17,15,Juanmi
7,Season 17/18,10,Juanmi
8,Season 18/19,3,Juanmi
0,Season 11/12,1,Juanpe
1,Season 13/14,4,Juanpe
2,Season 14/15,3,Juanpe
3,Season 16/17,2,Juanpe
4,Season 17/18,5,Juanpe
0,Season 18/19,2,Jules Keita
0,Season 17/18,2,Jules Koundé
1,Season 18/19,2,Jules Koundé
0,Season 04/05,1,Julian Baumgartlinger
1,Season 05/06,3,Julian Baumgartlinger
2,Season 06/07,5,Julian Baumgartlinger
3,Season 10/11,3,Julian Baumgartlinger
4,Season 12/13,1,Julian Baumgartlinger
5,Season 13/14,1,Julian Baumgartlinger
6,Season 15/16,2,Julian Baumgartlinger
7,Season 17/18,1,Julian Baumgartlinger
0,Season 11/12,14,Julian Brandt
1,Season 12/13,15,Julian Brandt
2,Season 13/14,11,Julian Brandt
3,Season 14/15,4,Julian Brandt
4,Season 15/16,10,Julian Brandt
5,Season 16/17,4,Julian Brandt
6,Season 17/18,12,Julian Brandt
7,Season 18/19,3,Julian Brandt
0,Season 08/09,5,Julian Draxler
1,Season 09/10,14,Julian Draxler
2,Season 10/11,13,Julian Draxler
3,Season 11/12,5,Julian Draxler
4,Season 12/13,13,Julian Draxler
5,Season 13/14,6,Julian Draxler
6,Season 14/15,2,Julian Draxler
7,Season 15/16,10,Julian Draxler
8,Season 16/17,10,Julian Draxler
9,Season 17/18,5,Julian Draxler
10,Season 18/19,3,Julian Draxler
0,Season 08/09,1,Julian Korb
1,Season 10/11,2,Julian Korb
2,Season 11/12,1,Julian Korb
3,Season 12/13,2,Julian Korb
4,Season 15/16,2,Julian Korb
5,Season 16/17,1,Julian Korb
6,Season 17/18,1,Julian Korb
0,Season 06/07,4,Julian Schieber
1,Season 07/08,18,Julian Schieber
2,Season 08/09,9,Julian Schieber
3,Season 09/10,10,Julian Schieber
4,Season 10/11,10,Julian Schieber
5,Season 11/12,3,Julian Schieber
6,Season 12/13,5,Julian Schieber
7,Season 13/14,1,Julian Schieber
8,Season 14/15,8,Julian Schieber
9,Season 16/17,3,Julian Schieber
10,Season 17/18,1,Julian Schieber
0,Season 11/12,2,Julian Weigl
1,Season 12/13,3,Julian Weigl
2,Season 16/17,1,Julian Weigl
3,Season 17/18,1,Julian Weigl
4,Season 18/19,1,Julian Weigl
0,Season 11/12,1,Julio Tavarès
1,Season 12/13,11,Julio Tavarès
2,Season 13/14,8,Julio Tavarès
3,Season 14/15,10,Julio Tavarès
4,Season 15/16,12,Julio Tavarès
5,Season 16/17,10,Julio Tavarès
6,Season 17/18,13,Julio Tavarès
7,Season 18/19,3,Julio Tavarès
0,Season 14/15,2,Julius Kade
1,Season 15/16,6,Julius Kade
2,Season 16/17,14,Julius Kade
3,Season 17/18,8,Julius Kade
4,Season 18/19,4,Julius Kade
0,Season 14/15,12,Juninho Bacuna
1,Season 15/16,2,Juninho Bacuna
2,Season 16/17,3,Juninho Bacuna
3,Season 17/18,3,Juninho Bacuna
0,Season 07/08,1,Junior Hoilett
1,Season 08/09,6,Junior Hoilett
2,Season 09/10,5,Junior Hoilett
3,Season 10/11,9,Junior Hoilett
4,Season 11/12,7,Junior Hoilett
5,Season 12/13,3,Junior Hoilett
6,Season 13/14,4,Junior Hoilett
7,Season 15/16,6,Junior Hoilett
8,Season 16/17,2,Junior Hoilett
9,Season 17/18,11,Junior Hoilett
10,Season 18/19,1,Junior Hoilett
0,Season 15/16,2,Junior Sambia
1,Season 16/17,4,Junior Sambia
2,Season 17/18,3,Junior Sambia
0,Season 08/09,6,Junior Stanislas
1,Season 09/10,7,Junior Stanislas
2,Season 10/11,4,Junior Stanislas
3,Season 11/12,1,Junior Stanislas
4,Season 12/13,5,Junior Stanislas
5,Season 13/14,3,Junior Stanislas
6,Season 14/15,2,Junior Stanislas
7,Season 15/16,5,Junior Stanislas
8,Season 16/17,7,Junior Stanislas
9,Season 17/18,5,Junior Stanislas
10,Season 18/19,3,Junior Stanislas
0,Season 15/16,4,Justin Hoogma
1,Season 18/19,2,Justin Hoogma
0,Season 16/17,14,Justin Kluivert
1,Season 17/18,11,Justin Kluivert
2,Season 18/19,1,Justin Kluivert
0,Season 13/14,2,Jérémie Porsan-Clemente
0,Season 07/08,1,Jérémy Grimm
1,Season 09/10,1,Jérémy Grimm
2,Season 14/15,1,Jérémy Grimm
3,Season 15/16,1,Jérémy Grimm
4,Season 16/17,4,Jérémy Grimm
5,Season 17/18,2,Jérémy Grimm
0,Season 03/04,2,Jérémy Morel
1,Season 04/05,3,Jérémy Morel
2,Season 06/07,1,Jérémy Morel
3,Season 08/09,4,Jérémy Morel
4,Season 10/11,2,Jérémy Morel
5,Season 11/12,1,Jérémy Morel
6,Season 12/13,1,Jérémy Morel
7,Season 14/15,1,Jérémy Morel
8,Season 16/17,1,Jérémy Morel
0,Season 09/10,4,Jérémy Pied
1,Season 10/11,3,Jérémy Pied
2,Season 11/12,1,Jérémy Pied
3,Season 13/14,2,Jérémy Pied
4,Season 14/15,4,Jérémy Pied
0,Season 05/06,2,Jérémy Sorbon
1,Season 06/07,1,Jérémy Sorbon
2,Season 07/08,4,Jérémy Sorbon
3,Season 12/13,2,Jérémy Sorbon
4,Season 13/14,1,Jérémy Sorbon
5,Season 15/16,2,Jérémy Sorbon
6,Season 16/17,1,Jérémy Sorbon
0,Season 05/06,6,Jérôme Boateng
1,Season 09/10,2,Jérôme Boateng
2,Season 12/13,2,Jérôme Boateng
3,Season 13/14,1,Jérôme Boateng
4,Season 14/15,3,Jérôme Boateng
5,Season 17/18,2,Jérôme Boateng
0,Season 06/07,1,Jérôme Gondorf
1,Season 08/09,1,Jérôme Gondorf
2,Season 09/10,8,Jérôme Gondorf
3,Season 10/11,4,Jérôme Gondorf
4,Season 11/12,4,Jérôme Gondorf
5,Season 12/13,1,Jérôme Gondorf
6,Season 13/14,3,Jérôme Gondorf
7,Season 14/15,3,Jérôme Gondorf
8,Season 15/16,3,Jérôme Gondorf
9,Season 16/17,4,Jérôme Gondorf
10,Season 17/18,1,Jérôme Gondorf
11,Season 18/19,2,Jérôme Gondorf
0,Season 15/16,3,Jérôme Roussillon
1,Season 16/17,1,Jérôme Roussillon
2,Season 17/18,3,Jérôme Roussillon
3,Season 18/19,1,Jérôme Roussillon
0,Season 2016,1,Júnior Alonso
1,Season 17/18,3,Júnior Alonso
0,Season 15/16,1,Júnior Firpo
1,Season 17/18,4,Júnior Firpo
2,Season 18/19,3,Júnior Firpo
0,Season 10/11,2,Jürgen Locadia
1,Season 11/12,5,Jürgen Locadia
2,Season 12/13,25,Jürgen Locadia
3,Season 13/14,17,Jürgen Locadia
4,Season 14/15,9,Jürgen Locadia
5,Season 15/16,12,Jürgen Locadia
6,Season 16/17,5,Jürgen Locadia
7,Season 17/18,12,Jürgen Locadia
0,Season 09/10,7,Kaan Ayhan
1,Season 10/11,11,Kaan Ayhan
2,Season 11/12,7,Kaan Ayhan
3,Season 12/13,15,Kaan Ayhan
4,Season 13/14,1,Kaan Ayhan
5,Season 16/17,1,Kaan Ayhan
6,Season 17/18,1,Kaan Ayhan
0,Season 13/14,2,Kadeem Harris
1,Season 14/15,2,Kadeem Harris
2,Season 16/17,4,Kadeem Harris
3,Season 18/19,1,Kadeem Harris
0,Season 14/15,7,Kai Havertz
1,Season 15/16,19,Kai Havertz
2,Season 16/17,7,Kai Havertz
3,Season 17/18,4,Kai Havertz
4,Season 18/19,7,Kai Havertz
0,Season 10/11,1,Kalidou Koulibaly
1,Season 12/13,1,Kalidou Koulibaly
2,Season 13/14,2,Kalidou Koulibaly
3,Season 14/15,1,Kalidou Koulibaly
4,Season 16/17,2,Kalidou Koulibaly
5,Season 17/18,5,Kalidou Koulibaly
0,Season 14/15,7,Kalifa Coulibaly
1,Season 15/16,6,Kalifa Coulibaly
2,Season 16/17,18,Kalifa Coulibaly
3,Season 17/18,3,Kalifa Coulibaly
4,Season 18/19,2,Kalifa Coulibaly
0,Season 09/10,2,Kamil Glik
1,Season 11/12,2,Kamil Glik
2,Season 12/13,1,Kamil Glik
3,Season 13/14,2,Kamil Glik
4,Season 14/15,8,Kamil Glik
5,Season 16/17,8,Kamil Glik
6,Season 17/18,4,Kamil Glik
7,Season 18/19,1,Kamil Glik
0,Season 2011,6,Kara
1,Season 2012,1,Kara
2,Season 12/13,2,Kara
3,Season 13/14,2,Kara
4,Season 14/15,2,Kara
5,Season 15/16,3,Kara
6,Season 16/17,4,Kara
0,Season 07/08,2,Karim Bellarabi
1,Season 08/09,9,Karim Bellarabi
2,Season 09/10,10,Karim Bellarabi
3,Season 10/11,8,Karim Bellarabi
4,Season 11/12,2,Karim Bellarabi
5,Season 12/13,2,Karim Bellarabi
6,Season 13/14,3,Karim Bellarabi
7,Season 14/15,13,Karim Bellarabi
8,Season 15/16,12,Karim Bellarabi
9,Season 16/17,4,Karim Bellarabi
10,Season 17/18,2,Karim Bellarabi
11,Season 18/19,7,Karim Bellarabi
0,Season 05/06,4,Karim Benzema
1,Season 06/07,8,Karim Benzema
2,Season 07/08,31,Karim Benzema
3,Season 08/09,23,Karim Benzema
4,Season 09/10,9,Karim Benzema
5,Season 10/11,26,Karim Benzema
6,Season 11/12,32,Karim Benzema
7,Season 12/13,20,Karim Benzema
8,Season 13/14,24,Karim Benzema
9,Season 14/15,22,Karim Benzema
10,Season 15/16,28,Karim Benzema
11,Season 16/17,19,Karim Benzema
12,Season 17/18,12,Karim Benzema
13,Season 18/19,10,Karim Benzema
0,Season 10/11,7,Karim Onisiwo
1,Season 11/12,16,Karim Onisiwo
2,Season 12/13,6,Karim Onisiwo
3,Season 13/14,12,Karim Onisiwo
4,Season 14/15,18,Karim Onisiwo
5,Season 15/16,5,Karim Onisiwo
6,Season 16/17,1,Karim Onisiwo
7,Season 18/19,1,Karim Onisiwo
0,Season 12/13,1,Karim Rekik
1,Season 13/14,1,Karim Rekik
2,Season 14/15,1,Karim Rekik
3,Season 15/16,1,Karim Rekik
4,Season 17/18,2,Karim Rekik
0,Season 14/15,14,Karl Toko Ekambi
1,Season 15/16,11,Karl Toko Ekambi
2,Season 16/17,8,Karl Toko Ekambi
3,Season 17/18,17,Karl Toko Ekambi
4,Season 18/19,8,Karl Toko Ekambi
0,Season 13/14,1,Karol Linetty
1,Season 14/15,5,Karol Linetty
2,Season 15/16,5,Karol Linetty
3,Season 16/17,1,Karol Linetty
4,Season 17/18,3,Karol Linetty
5,Season 18/19,1,Karol Linetty
0,Season 14/15,2,Kasim Adams
1,Season 17/18,3,Kasim Adams
0,Season 13/14,2,Kayembe
1,Season 14/15,3,Kayembe
2,Season 15/16,4,Kayembe
3,Season 16/17,6,Kayembe
0,Season 12/13,1,Keagan Dolly
1,Season 13/14,3,Keagan Dolly
2,Season 14/15,1,Keagan Dolly
3,Season 15/16,9,Keagan Dolly
4,Season 16/17,1,Keagan Dolly
5,Season 17/18,1,Keagan Dolly
0,Season 12/13,11,Keita Baldé
1,Season 13/14,14,Keita Baldé
2,Season 14/15,4,Keita Baldé
3,Season 15/16,5,Keita Baldé
4,Season 16/17,16,Keita Baldé
5,Season 17/18,8,Keita Baldé
6,Season 18/19,3,Keita Baldé
0,Season 11/12,1,Keko
1,Season 12/13,1,Keko
2,Season 14/15,6,Keko
3,Season 15/16,3,Keko
